,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
172,ਆਦਤਾਂ,ɑ d̪ t̪ ɑ̃,/d̪t̪/̃,2,7,2.5
173,ਆਦਿ,ɑ d̪ ɪ,/d̪/,2,4,2
174,ਆਦੀ,ɑ d̪ i,/d̪/,2,4,2
175,ਆਧਾਰ,ɑ t̪ ɑ ɾ,/t̪/ɾ,2,5,1.5
176,ਆਧੁਨਿਕ,ɑ t̪ ʊ n ɪ k,/t̪/n/k,3,7,1.3333333333333333
177,ਆਪ,ɑ p,/p,1,2,1
178,ਆਪਣਾ,ɑ p ɳ ɑ,/pɳ/,2,4,2
179,ਆਪਣਿਆਂ,ɑ p ɳ ɪ ɑ̃,/pɳ/̃,2,6,1.5
180,ਆਪਣੀ,ɑ p ɳ i,/pɳ/,2,4,2
181,ਆਪਣੀਆਂ,ɑ p ɳ i ɑ̃,/pɳ/̃,2,6,1.5
182,ਆਪਣੇ,ɑ p ɳ e,/pɳ/,2,4,2
183,ਆਪਣੇਆਪ,ɑ p ɳ e ɑ p,/pɳ/p,2,6,1.5
184,ਆਪੇ,ɑ p e,/p/,2,3,1
185,ਆਪੋ,ɑ p o,/p/,2,3,1
186,ਆਫ,ɑ pʰ,/pʰ,1,3,2
187,ਆਫ਼ਰਿਆ,ɑ f ɾ ɪ ɑ,/fɾ/,2,5,2
188,ਆਮ,ɑ m,/m,1,2,1
189,ਆਮਿਰ,ɑ m ɪ ɾ,/m/ɾ,2,4,1
190,ਆਰ,ɑ ɾ,/ɾ,1,2,1
191,ਆਰਕੀਟੈਕਟ,ɑ ɾ k i ʈ ɛ k ə ʈ,/ɾk/ʈ/k/ʈ,4,9,1.25
192,ਆਰਟੀਕਲ,ɑ ɾ ʈ i k ə l,/ɾʈ/k/l,3,7,1.3333333333333333
193,ਆਰਥਿਕ,ɑ ɾ t̪ʰ ɪ k,/ɾt̪ʰ/k,2,7,2.5
194,ਆਰਾਮ,ɑ ɾ ɑ m,/ɾ/m,2,4,1
195,ਆਵਾਂ,ɑ ʋ ɑ̃,/ʋ/̃,2,4,1
196,ਆਵਾਂਗੇ,ɑ ʋ ɑ̃ ɡ e,/ʋ/̃ɡ/,3,6,1.5
197,ਆਵਾਂ–,ɑ ʋ ɑ̃,/ʋ/̃,2,4,1
198,ਆਵਾਜ਼,ɑ ʋ ɑ z,/ʋ/z,2,4,1
199,ਆਵੇ,ɑ ʋ e,/ʋ/,2,3,1
200,ਆਵੇਗਾ,ɑ ʋ e ɡ ɑ,/ʋ/ɡ/,3,5,1
201,ਆਵੈ,ɑ ʋ ɛ,/ʋ/,2,3,1
202,ਆਸ,ɑ s,/s,1,2,1
203,ਆਸਥਾ,ɑ s t̪ʰ ɑ,/st̪ʰ/,2,6,4
204,ਆਸ਼੍ਰਮ,ɑ ʃ ɾ ə m,/ʃɾ/m,2,5,1.5
205,ਆਸਾਨੀ,ɑ s ɑ n i,/s/n/,3,5,1
206,ਆਹ,ɑ ɦ,/ɦ,1,2,1
207,ਆਹਮੋ,ɑ ɦ m o,/ɦm/,2,4,2
208,ਆੜ,ɑ ɽ,/ɽ,1,2,1
209,ਇਕ,ɪ k,/k,1,2,1
210,ਇਕਸਾਰ,ɪ k s ɑ ɾ,/ks/ɾ,2,5,1.5
211,ਇਕੇਰਾਂ,ɪ k e ɾ ɑ̃,/k/ɾ/̃,3,6,1
212,ਇਕੋ,ɪ k o,/k/,2,3,1
213,ਇਕੱਠ,ɪ k ə ʈː,/k/ʈː,2,5,1.5
214,ਇਕੱਠਾ,ɪ k ə ʈː ɑ,/k/ʈː/,3,6,1.5
215,ਇਕੱਲ,ɪ k ə lː,/k/lː,2,5,1.5
216,ਇਕੱਲਾ,ɪ k ə lː ɑ,/k/lː/,3,6,1.5
217,ਇਕੱਲੇ,ɪ k ə lː e,/k/lː/,3,6,1.5
218,ਇਕੱਲੇਪਣ,ɪ k ə lː e p ə ɳ,/k/lː/p/ɳ,4,9,1.25
219,ਇਟਲੀ,ɪ ʈ l i,/ʈl/,2,4,2
220,ਇਤਿਹਾਸ,ɪ t̪ ɪ ɦ ɑ s,/t̪/ɦ/s,3,7,1.3333333333333333
221,ਇਤਿਹਾਸਕ,ɪ t̪ ɪ ɦ ɑ s ə k,/t̪/ɦ/s/k,4,9,1.25
222,ਇਥੇ,ɪ t̪ʰ e,/t̪ʰ/,2,5,3
223,ਇਨਕਮ,ɪ n k ə m,/nk/m,2,5,1.5
224,ਇਨਸਾਨ,ɪ n s ɑ n,/ns/n,2,5,1.5
225,ਇਨਸਾਨੀ,ɪ n s ɑ n i,/ns/n/,3,6,1.5
226,ਇਨਾਮ,ɪ n ɑ m,/n/m,2,4,1
227,ਇਨ੍ਹਾਂ,ɪ n ɦ ɑ̃,/nɦ/̃,2,5,1.5
228,ਇਮੀਗਰੇਸ਼ਨ,ɪ m i ɡ ɾ e ʃ ə n,/m/ɡɾ/ʃ/n,4,9,1.25
229,ਇਰਦ,ɪ ɾ ə d̪,/ɾ/d̪,2,5,1.5
230,ਇਰਾਕ,ɪ ɾ ɑ k,/ɾ/k,2,4,1
231,ਇਰਾਦਾ,ɪ ɾ ɑ d̪ ɑ,/ɾ/d̪/,3,6,1.5
232,ਇਲਾਕਾ,ɪ l ɑ k ɑ,/l/k/,3,5,1
233,ਇਲਾਜ,ɪ l ɑ d͡ʒ,/l/d͡ʒ,2,6,2
234,ਇਲਜ਼ਾਮ,ɪ l z ɑ m,/lz/m,2,5,1.5
235,ਇਸ਼ਕ,ɪ ʃ ə k,/ʃ/k,2,4,1
236,ਇਸ਼ਾਰਾ,ɪ ʃ ɑ ɾ ɑ,/ʃ/ɾ/,3,5,1
237,ਇਸ,ɪ s,/s,1,2,1
238,ਇਸਤਰੀ,ɪ s t̪ ə ɾ i,/st̪/ɾ/,3,7,2
239,ਇਸਦਾ,ɪ s d̪ ɑ,/sd̪/,2,5,3
240,ਇਸਲਾਮੀ,ɪ s l ɑ m i,/sl/m/,3,6,1.5
241,ਇਸੇ,ɪ s e,/s/,2,3,1
242,ਇਹ,ɪ ɦ,/ɦ,1,2,1
243,ਇਹਦੀ,ɪ ɦ d̪ i,/ɦd̪/,2,5,3
244,ਇਹਦੇ,ɪ ɦ d̪ e,/ɦd̪/,2,5,3
245,ਇਹਨਾਂ,ɪ ɦ n ɑ̃,/ɦn/̃,2,5,1.5
246,ਇਹਨੂੰ,ɪ ɦ n ũ,/ɦnũ,1,4,3
247,ਇਹੀ,ɪ ɦ i,/ɦ/,2,3,1
248,ਇਹੋ,ɪ ɦ o,/ɦ/,2,3,1
249,ਇਖ਼ਲਾਕੀ,ɪ x l ɑ k i,/xl/k/,3,6,1.5
250,ਇੰਗਲੈਂਡ,ɪ̃ ɡ ə l ɛ̃ ɖ,/̃ɡ/l/̃ɖ,3,8,1.6666666666666667
251,ਇੰਚ,ɪ̃ t͡ʃ,/̃t͡ʃ,1,5,4
252,ਇੰਜ,ɪ̃ d͡ʒ,/̃d͡ʒ,1,5,4
253,ਇੰਝ,ɪ̃ t͡ʃ,/̃t͡ʃ,1,5,4
254,ਇੰਟਰਵਿਊ,ɪ̃ ʈ ə ɾ ʋ ɪ u,/̃ʈ/ɾʋ/,3,8,2
255,ਇੰਡੀਆ,ɪ̃ ɖ i ɑ,/̃ɖ/,2,5,2
256,ਇੰਡੀਪੈਂਡੈਂਟ,ɪ̃ ɖ i p ɛ̃ ɖ ɛ̃ ʈ,/̃ɖ/p/̃ɖ/̃ʈ,4,11,1.75
257,ਇੰਨਾ,ɪ̃ n ɑ,/̃n/,2,4,2
258,ਇੰਨਾਂ,ɪ̃ n ɑ̃,/̃n/̃,2,5,1.5
259,ਇੰਸ਼ੋਰੈਂਸ,ɪ̃ ʃ o ɾ ɛ̃ s,/̃ʃ/ɾ/̃s,3,8,1.6666666666666667
260,ਇੱਕ,ɪ kː,/kː,1,3,2
261,ਇੱਕਠਿਆਂ,ɪ kː ə ʈʰ ɪ ɑ̃,/kː/ʈʰ/̃,3,9,1.6666666666666667
262,ਇੱਕਲੇ,ɪ kː ə l e,/kː/l/,3,6,1.5
263,ਇੱਛਾ,ɪ t͡ʃː ɑ,/t͡ʃː/,2,6,4
264,ਇੱਟਲੀ,ɪ ʈː ə l i,/ʈː/l/,3,6,1.5
265,ਇੱਥੇ,ɪ t̪ː e,/t̪ː/,2,5,3
266,ਇੱਥੋਂ,ɪ t̪ː õ,/t̪ːõ,1,5,4
267,ਇੱਹ,ɪ ɦː,/ɦː,1,3,2
268,ਈ,i,/,1,1,N/A
269,ਈਕੀਊਟੀ,i k i u ʈ i,/k/ʈ/,3,6,1
270,ਈਮਾਨ,i m ɑ n,/m/n,2,4,1
271,ਈਮੇਲ,i m e l,/m/l,2,4,1
272,ਈਸਾਈ,i s ɑ i,/s/,2,4,1
273,ਉ¤ਭਰਨ,ʊ p ə ɾ ə n,/p/ɾ/n,3,6,1
274,ਉਂਝ,ʊ̃ t͡ʃ,/̃t͡ʃ,1,5,4
275,ਉਂਨਾ੍ਹਂ,ʊ̃ n ɦ ə̃,/̃nɦ/̃,2,6,2
276,ਉਕਤ,ʊ k ə t̪,/k/t̪,2,5,1.5
277,ਉਘੜਵਾਂ,ʊ k ɽ ə ʋ ɑ̃,/kɽ/ʋ/̃,3,7,1.3333333333333333
278,ਉਜਾਲਾ,ʊ d͡ʒ ɑ l ɑ,/d͡ʒ/l/,3,7,2
279,ਉਠਾ,ʊ ʈʰ ɑ,/ʈʰ/,2,4,2
280,ਉਠਾਇਆ,ʊ ʈʰ ɑ ɪ ɑ,/ʈʰ/,2,6,2
281,ਉਠਿਆ,ʊ ʈʰ ɪ ɑ,/ʈʰ/,2,5,2
282,ਉਡਣਾ,ʊ ɖ ɳ ɑ,/ɖɳ/,2,4,2
283,ਉਡਾਰੀਆਂ,ʊ ɖ ɑ ɾ i ɑ̃,/ɖ/ɾ/̃,3,7,1
284,ਉਡੀਕ,ʊ ɖ i k,/ɖ/k,2,4,1
285,ਉਣੱਤਰਵੇਂ,ʊ ɳ ə t̪ː ə ɾ ʋ ẽ,/ɳ/t̪ː/ɾʋẽ,3,10,2.3333333333333335
286,ਉਤਾਰੀ,ʊ t̪ ɑ ɾ i,/t̪/ɾ/,3,6,1.5
287,ਉਤੇ,ʊ t̪ e,/t̪/,2,4,2
288,ਉਥੇ,ʊ t̪ʰ e,/t̪ʰ/,2,5,3
289,ਉਥੋਂ,ʊ t̪ʰ õ,/t̪ʰõ,1,5,4
290,ਉਦਾਸ,ʊ d̪ ɑ s,/d̪/s,2,5,1.5
291,ਉਦਾਸੀ,ʊ d̪ ɑ s i,/d̪/s/,3,6,1.5
292,ਉਦੇਸ਼,ʊ d̪ e ʃ,/d̪/ʃ,2,5,1.5
293,ਉਦੋਂ,ʊ d̪ õ,/d̪õ,1,4,3
294,ਉਨਾਂ,ʊ n ɑ̃,/n/̃,2,4,1
295,ਉਨ੍ਹਾਂ,ʊ n ɦ ɑ̃,/nɦ/̃,2,5,1.5
296,ਉਨ੍ਹੀਂ,ʊ n ɦ ĩ,/nɦĩ,1,4,3
297,ਉਪਰ,ʊ p ə ɾ,/p/ɾ,2,4,1
298,ਉਪਰਾਲਾ,ʊ p ɾ ɑ l ɑ,/pɾ/l/,3,6,1.5
299,ਉਪਰੰਤ,ʊ p ɾ ə̃ t̪,/pɾ/̃t̪,2,7,2.5
300,ਉਪਲਬਧ,ʊ p l ə b ə t̪,/pl/b/t̪,3,8,1.6666666666666667
