,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
285,بک,b ə k,b/k,1,3,1
286,بکرے,b ə k ɾ eː,b/kɾ/ː,2,6,1.3333333333333333
287,بھائی,bʱ ɑː iː,bʱ/ː/ː,2,6,1.3333333333333333
288,بھابھی,bʱ ɑː bʱ iː,bʱ/ːbʱ/ː,2,8,2
289,بھارت,bʱ ɑː ɾ ə t̪,bʱ/ːɾ/t̪,2,8,2
290,بھرم,bʱ ɾ ə m,bʱɾ/m,1,5,2
291,بھول,bʱ uː l,bʱ/ːl,1,5,2
292,بھٹو,bʱ ʈ oː,bʱʈ/ː,1,5,2
293,بھی,bʱ iː,bʱ/ː,1,4,1.5
294,بھیگ,bʱ iː ɡ,bʱ/ːɡ,1,5,2
295,بھیگے,bʱ iː ɡ eː,bʱ/ːɡ/ː,2,7,1.6666666666666667
296,بہار,b ə ɦ ɑː ɾ,b/ɦ/ːɾ,2,6,1.3333333333333333
297,بہت,b ə ɦ ʊ t̪,b/ɦ/t̪,2,6,1.3333333333333333
298,بہتر,b eʱ t̪ ə ɾ,b/ʱt̪/ɾ,2,7,1.6666666666666667
299,بہترین,b ə ɦ oː t̪ ɾ iː n,b/ɦ/ːt̪ɾ/ːn,3,11,2
300,بہرحال,b ə ɦ ə ɾ ɦ ɑː l,b/ɦ/ɾɦ/ːl,3,9,1.5
301,بی,b iː,b/ː,1,3,1
302,بیدار,b iː d̪ ɑː ɾ,b/ːd̪/ːɾ,2,8,2
303,بیزار,b iː z ɑː ɾ,b/ːz/ːɾ,2,7,1.6666666666666667
304,بیش,b ə eː ʃ,b/ːʃ,1,5,1.5
305,بیلجیئم,b iː l d͡ʒ ə̯ i m,b/ːld͡ʒ/̯/m,3,11,2
306,بیمار,b iː m ɑː ɾ,b/ːm/ːɾ,2,7,1.6666666666666667
307,بیماریوں,b iː m ɑː ɾ ɪ j õː,b/ːm/ːɾ/jõː,3,11,2
308,بیوقوف,b iː ʋ q ɔː f,b/ːʋq/ːf,2,8,2
309,بیٹھ,b iː ʈʰ,b/ːʈʰ,1,5,2
310,بیٹھا,b iː ʈʰ ɑː,b/ːʈʰ/ː,2,7,1.6666666666666667
311,بے,b ə eː,b/ː,1,4,1
312,تائید,t̪ ɑː iː d̪,t̪/ː/ːd̪,2,8,2
313,تاریخ,t̪ ɑː ˈɾ eː x,t̪/ːˈɾ/ːx,2,9,2.3333333333333335
314,تالا,t̪ ɑː l ɑː,t̪/ːl/ː,2,7,1.6666666666666667
315,تباہ,t̪ ə b ɑː ɦ,t̪/b/ːɦ,2,7,1.6666666666666667
316,تبدیلی,t̪ ə b ʊ d̪ eː l iː,t̪/b/d̪/ːl/ː,4,12,1.6
317,تجلیات,t̪ d͡ʒ l ɪ j ɑː t̪,t̪d͡ʒl/j/ːt̪,2,12,3.3333333333333335
318,تحریر,t̪ ɦ ɾ iː ɾ,t̪ɦɾ/ːɾ,1,7,3
319,تحریک,t̪ ɦ ɾ iː k,t̪ɦɾ/ːk,1,7,3
320,تحقیق,t̪ ɦ ə q iː q,t̪ɦ/q/ːq,2,8,2
321,تر,t̪ ə ɾ,t̪/ɾ,1,4,1.5
322,ترتیب,t̪ ə ɾ t̪ iː b,t̪/ɾt̪/ːb,2,9,2.3333333333333335
323,ترغیب,t̪ ə ɾ ɣ iː b,t̪/ɾɣ/ːb,2,8,2
324,ترقی,t̪ ə ɾ q iː,t̪/ɾq/ː,2,7,1.6666666666666667
325,ترقیاتی,t̪ ə ɾ q j ɑː t̪ iː,t̪/ɾqj/ːt̪/ː,3,12,2.25
326,ترک,t̪ ə ɾ k,t̪/ɾk,1,5,2
327,تشکیل,t̪ ɪ ʃ k iː l,t̪/ʃk/ːl,2,8,2
328,تشہیر,t̪ ʃ ɛ ɦ iː ɾ,t̪ʃ/ɦ/ːɾ,2,8,2
329,تصور,t̪ ə s uː ɾ,t̪/s/ːɾ,2,7,1.6666666666666667
330,تصویر,t̪ ə s uː iː ɾ,t̪/s/ː/ːɾ,3,9,1.5
331,تعارف,t̪ ʔ ɑː ɾ ɪ f,t̪ʔ/ːɾ/f,2,8,2
